Altium Designer Pick and Place Locations
E:\Projects_Files\Projects\Altium_Projects\S6_Line\wifi_can\Project Outputs for wifi_can\Pick Place\Pick Place for wifi_can.csv

========================================================================================================================
File Design Information:

Date:       04.07.17
Time:       15:06
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"VD1","PESD2CAN","TopLayer","SOT-23(123)","114.484","72.157","90","TVS for CAN"
"VD2","GNL3015UEUGW","TopLayer","GNL3015","107.960","41.970","180",""
"VD3","GS1M","TopLayer","SMA","110.275","45.300","360","GS1M"
"VD4","SMBJ150A","TopLayer","SMB","97.850","43.275","90","SMBJ"
"VD5","BZX84C15","TopLayer","SOT-23(123)","91.609","41.507","90","Zener Voltage Regulator Diode"
"VD6","BZX84C39","TopLayer","SOT-23(123)","91.393","48.359","180","Zener Voltage Regulator Diode"
"VD7","SS14","TopLayer","SMA","96.825","48.800","360","Schottky Rectifier"
"VT1","FQD5P20TM","TopLayer","D-PAK(TO-252AA)","81.700","49.725","180","HEXFET Power MOSFET"
"VT2","BC807-40","TopLayer","SOT-23(123)","87.718","42.184","180","BC857B"
"XP1","PLD-06","TopLayer","PIN6","78.030","81.990","90","PLD06"
"XP2","MIF2X02PRP","TopLayer","MIF2X02PRP","111.191","53.971","360","MIF2X02PRP"
"XP3","MIF2X02PRP","TopLayer","MIF2X02PRP","111.191","63.571","360","MIF2X02PRP"
"XP4","PLS-08","TopLayer","PLS-08","75.375","99.235","270","PLS-08"
"DD1","SN65HVD234D","TopLayer","SO-8","111.844","78.845","270","CAN Transceiver"
