Altium Designer Pick and Place Locations
E:\Projects_Files\Projects\Altium_Projects\VideoMonitoring\VM03\Project Outputs for VM03\Pick Place\Pick Place for VM03.csv

========================================================================================================================
File Design Information:

Date:       20.05.19
Time:       09:45
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"VD1","BAT54S","TopLayer","SOT-23(GSD)","174,7812","50,4410","0","1.0 Ampere General Purpose Rectifier"
"REP2","REPER_POINT_1.2","TopLayer","REPER1.2","199,3000","118,6000","90","REPER1.2"
"REP1","REPER_POINT_1.2","TopLayer","REPER1.2","24,7000","63,0000","90","REPER1.2"
"R70","220k","TopLayer","RC1206","147,5000","71,2000","90","RC1206"
"R69","220k","TopLayer","RC1206","154,1000","75,2000","90","RC1206"
"R68","220k","TopLayer","RC1206","156,2000","75,2000","90","RC1206"
"R67","10k 1%","TopLayer","RC0603","147,0503","87,8000","180","RC0603"
"R66","240k","TopLayer","RC0603","149,5750","88,6185","270","RC0603"
"R65","15k","TopLayer","RC0603","152,8000","88,1941","270","RC0603"
"R64","12k","TopLayer","RC0603","144,2253","91,0000","180","RC0603"
"R63","105k","TopLayer","RC0603","152,8000","85,3003","270","RC0603"
"R62","130k 1%","TopLayer","RC0603","144,1379","87,8000","180","RC0603"
"R61","4k7","TopLayer","RC0603","194,5104","86,4997","90","RC0603"
"R60","4k7","TopLayer","RC0603","192,8477","86,4997","90","RC0603"
"R59","n.p","TopLayer","RC0603","134,5003","68,5744","180","RC0603"
"R58","n.p","TopLayer","RC0603","129,5997","75,1000","360","RC0603"
"R57","10k","TopLayer","RC0603","132,5563","75,9003","270","RC0603"
"R56","10k","TopLayer","RC0603","134,5003","67,0000","180","RC0603"
"R55","4k7","TopLayer","RC0603","77,7997","68,7000","360","RC0603"
"R54","4k7","TopLayer","RC0603","84,4003","68,8000","180","RC0603"
"R53","10k","TopLayer","RC0603","128,0000","79,8997","90","RC0603"
"R52","10k","TopLayer","RC0603","128,3000","70,3997","90","RC0603"
"R51","10k","TopLayer","RC0603","126,5003","75,3000","180","RC0603"
"R50","10k","TopLayer","RC0603","126,7253","66,0000","180","RC0603"
"R49","10k","TopLayer","RC0603","198,4253","69,0000","360","RC0603"
"R48","120E","TopLayer","RC0805","104,3000","64,6000","180","RC0805"
"R47","10k","TopLayer","RC0603","200,1000","75,9997","90","RC0603"
"R46","100E","TopLayer","RC0603","199,4997","52,1600","360","RC0603"
"R45","1k","TopLayer","RC0603","72,7247","81,2500","360","RC0603"
"R44","4k7","TopLayer","RC0603","66,4997","49,4000","360","RC0603"
"R43","1k","TopLayer","RC0603","72,7247","89,9500","360","RC0603"
"R42","1k","TopLayer","RC0603","99,1997","81,2500","360","RC0603"
"R41","1k","TopLayer","RC0603","99,1997","85,5100","360","RC0603"
"R40","1k","TopLayer","RC0603","99,1997","89,9500","360","RC0603"
"R39","1k","TopLayer","RC0603","99,1997","94,5300","360","RC0603"
"R38","1k","TopLayer","RC0603","85,8497","85,5100","360","RC0603"
"R37","1k","TopLayer","RC0603","72,7497","94,5300","360","RC0603"
"R36","1k","TopLayer","RC0603","85,8497","89,9500","360","RC0603"
"R35","1k","TopLayer","RC0603","85,9497","94,5300","360","RC0603"
"R34","1k","TopLayer","RC0603","86,0247","81,2500","360","RC0603"
"R33","1k","TopLayer","RC0603","72,7503","85,5100","360","RC0603"
"R32","0E1","TopLayer","R2512","73,7250","67,7250","90","Resistor 2512 1W"
"R31","0E1","TopLayer","R2512","88,6250","67,7250","90","Resistor 2512 1W"
"R30","10k","TopLayer","RC0603","75,9997","77,7660","360","RC0603"
"R29","10k","TopLayer","RC0603","84,9253","77,7660","180","RC0603"
"R28","100k","TopLayer","RC0603","78,8997","77,7660","360","RC0603"
"R27","100k","TopLayer","RC0603","81,9253","77,7660","180","RC0603"
"R26","560E","TopLayer","RC0603","199,2997","89,2000","360","RC0603"
"R25","22E","TopLayer","R2512","185,9000","96,6500","270","Resistor 2512 1W"
"R24","11k1 1%","TopLayer","RC0603","163,6000","53,8997","90","RC0603"
"R23","240k","TopLayer","RC0603","163,6000","50,1997","90","RC0603"
"R22","12k","TopLayer","RC0603","167,6935","57,6000","180","RC0603"
"R21","48k7 1%","TopLayer","RC0603","163,6000","56,9253","90","RC0603"
"R20","220k","TopLayer","RC1206","149,0000","62,0000","180","RC1206"
"R19","220k","TopLayer","RC1206","143,9000","66,5000","0","RC1206"
"R18","220k","TopLayer","RC1206","140,5000","63,9000","270","RC1206"
"R17","10k","TopLayer","RC0603","68,7000","68,3997","90","RC0603"
"R16","10k","TopLayer","RC0603","64,5253","67,2000","180","RC0603"
"R15","10k","TopLayer","RC0603","29,8750","78,0253","270","RC0603"
"R14","10k","TopLayer","RC0603","31,0997","85,8000","360","RC0603"
"R13","47k","TopLayer","RC0603","33,5997","95,3000","360","RC0603"
"R12","10k","TopLayer","RC0603","167,8997","106,1998","360","RC0603"
"R11","10k","TopLayer","RC0603","171,2843","102,8533","270","RC0603"
"R10","110k 1%","TopLayer","RC0603","174,3542","97,0000","180","RC0603"
"R9","1M 1%","TopLayer","RC0603","171,4003","97,0000","180","RC0603"
"R8","1E","TopLayer","RC0603","166,3000","91,9997","90","RC0603"
"R7","10k","TopLayer","RC0603","69,2503","64,2500","180","RC0603"
"R6","10k","TopLayer","RC0603","25,7247","67,7500","360","RC0603"
"R5","18k 1%","TopLayer","RC0603","174,0002","58,2418","180","RC0603"
"R4","27k","TopLayer","RC0603","171,9250","53,9426","270","RC0603"
"R2","220k","TopLayer","RC1206","170,4250","50,4000","0","RC1206"
"R1","11k 1%","TopLayer","RC0603","173,9996","59,8418","0","RC0603"
"QR2","NX5032GA-12.000MHz LN-CD-1","TopLayer","AC5032_2","185,3000","51,2000","360","AC5032/2"
"QR1","MS3V-T1R","TopLayer","MS3V-T1R","194,3727","75,9500","360","CRYSTAL_32768 Hz"
"M1","GL865-DUAL","TopLayer","GL868-DUAL","49,1000","82,6500","360","GL868-DUAL"
"L3","15uH","TopLayer","SDR0805","135,7000","84,9500","90","SDR0805"
"L2","15uH","TopLayer","SDR0805","165,5000","64,3000","90","SDR0805"
"L1","6.8 uH","TopLayer","SDR0805","169,4000","82,5000","90","SDR0805"
"J4","PLS-02","TopLayer","PLS-02","203,4000","71,3300","90","PLS-02"
"J3","PLS-02","TopLayer","PLS-02","104,3700","67,1250","0","PLS-02"
"J2","PLS-02","TopLayer","PLS-02","203,4000","78,4700","90","PLS-02"
"J1","PLS-02","TopLayer","PLS-02","25,0000","74,4700","90","PLS-02"
"FU4","MICROSMD010F","TopLayer","RC1210","92,7000","66,4000","270","MICROSMD"
"FU3","MICROSMD010F","TopLayer","RC1210","99,8000","66,4000","270","MICROSMD"
"FU2","RXE-185","TopLayer","RXE-185","117,1000","57,6600","90","RXE-185"
"FU1","MICROSMD010F-2","TopLayer","RC1210","108,4000","100,5750","90","MICROSMD"
"DD5","IS25LP016D-JBLE","TopLayer","EIAJ_SO8","187,0535","71,1350","180","S25FL016A0LMFI01"
"DD4","LPC11C24FBD48","TopLayer","LQFP48","185,4000","60,6000","90",""
"DD3","PCF8563","TopLayer","SO-8","192,2127","80,8940","0",""
"DD2","SN74LVC1G07DBV","TopLayer","SOT23-5","65,2750","70,0921","180","Open Drain Single Bus Bufer"
"DD1","SN74LVC1G07DBV","TopLayer","SOT23-5","65,0250","64,6000","360","Open Drain Single Bus Bufer"
"DA5","TPS54260DGQ","TopLayer","S-PDSO-G10","147,3750","85,0750","90",""
"DA3","TPS54260DGQ","TopLayer","S-PDSO-G10","160,8000","55,4000","360",""
"DA2","TPS61030PWP","TopLayer","R-PDSO-G16","170,9750","91,7000","90","Boost converter"
"DA1","AP2210K-ADJTRG1","TopLayer","SOT23-5","173,9999","63,1668","90","300 mA, Low Voltage, Low Quiescent Current LDO Regulator, 5-Pin SOT-223, Extended Temperature, Tape and Reel"
"C54","560pF","TopLayer","CC0603","147,5750","91,0000","360","CC0603"
"C53","330pF","TopLayer","CC0603","145,8323","92,7375","360","CC0603"
"C52","10 nF","TopLayer","CC0603","151,2000","88,1682","90","CC0603"
"C51","0.1 uF","TopLayer","CC0603","151,2683","82,6323","270","CC0603"
"C50","470uFx35V","TopLayer","CC16X10_CAP0.5(1)(Primary)","158,8000","87,7400","90","CAP0.5(1)"
"C49","220uFx25V WLR","TopLayer","CC8X3.5","138,7000","93,5500","90","CAP0.35"
"C48","0.1 uF","TopLayer","CC0603","145,8250","94,2500","360","CC0603"
"C47","0.1 uF","TopLayer","CC0603","147,5000","82,3000","360","CC0603"
"C46","22pF","TopLayer","CC0603","189,5000","50,3000","90","CC0603"
"C45","22pF","TopLayer","CC0603","181,2000","50,3000","90","CC0603"
"C44","0.1uF","TopLayer","CC0603","180,0000","69,2689","180","CC0603"
"C43","0.1uF","TopLayer","CC0603","178,8000","61,2000","270","CC0603"
"C42","0.1uF","TopLayer","CC0603","192,0000","62,7000","270","CC0603"
"C41","0.1uF","TopLayer","CC0603","193,0000","57,8000","90","CC0603"
"C40","0.1uF","TopLayer","CC0603","188,4000","54,0000","360","CC0603"
"C39","n.p","TopLayer","CC0603","188,4000","79,1000","90","CC0603"
"C38","n.p","TopLayer","CC0603","186,7000","77,7660","270","CC0603"
"C37","0.1uF","TopLayer","CC0603","189,4000","86,8000","270","CC0603"
"C36","0.1uF","TopLayer","CC0603","178,8000","82,1000","270","CC0603"
"C35","200pF","TopLayer","CC0603","200,6000","71,8000","270","CC0603"
"C34","200pF","TopLayer","CC0603","200,1000","79,3750","270","CC0603"
"C31","560pF","TopLayer","CC0603","169,9932","56,7500","270","CC0603"
"C30","330pF","TopLayer","CC0603","165,3932","56,7500","270","CC0603"
"C29","10 nF","TopLayer","CC0603","161,9000","50,3000","270","CC0603"
"C28","0.1 uF","TopLayer","CC0603","160,2000","50,3000","270","CC0603"
"C27","470uFx35V","TopLayer","CC16X10_CAP0.5(1)(Primary)","151,8000","55,4600","90","CAP0.5(1)"
"C26","1000uFx6.3V","TopLayer","CC8X3.5","156,6500","67,5000","180","CAP0.35"
"C25","0.1 uF","TopLayer","CC0603","171,1000","63,1000","270","CC0603"
"C24","0.1 uF","TopLayer","CC0603","158,1000","55,4000","270","CC0603"
"C23","CAP0.5(1)","TopLayer","CC16X10_CAP0.5(1)(Primary)","133,8000","59,9400","270","CAP0.5(1)"
"C22","0.1uFx250V","TopLayer","CC1206","127,6000","56,0000","90","CC1206"
"C21","0.1 uF","TopLayer","CC0603","66,1000","72,6750","180","CC0603"
"C20","0.1 uF","TopLayer","CC0603","60,6000","63,6500","360","CC0603"
"C19","33pF","TopLayer","CC0603","25,1000","56,0000","360","CC0603"
"C18","33pF","TopLayer","CC0603","25,1000","58,6000","360","CC0603"
"C17","33pF","TopLayer","CC0603","25,1000","53,5000","360","CC0603"
"C16","33pF","TopLayer","CC0603","57,0000","58,6000","180","CC0603"
"C14","22pF","TopLayer","CC0603","43,3000","98,1000","90","CC0603"
"C13","CAP0.35","TopLayer","CC8X3.5","27,1500","92,2000","180","CAP0.35"
"C12","1uF","TopLayer","CC0603","33,5000","93,7000","360","CC0603"
"C11","33pFx50V","TopLayer","CC0603","34,5000","79,5000","270","CC0603"
"C10","10uFx6.3V","TopLayer","CC0805","174,1000","77,2000","90","CC0805"
"C9","CAP0.35","TopLayer","CC8X3.5","169,6500","73,0000","360","CAP0.35"
"C8","CAP0.35","TopLayer","CC8X3.5","160,2000","97,5500","270","CAP0.35"
"C7","2.2uF 6.3V","TopLayer","CC0805","166,5000","97,0000","0","CC0805"
"C6","10pF","TopLayer","CC0603","171,5000","98,8000","180","CC0603"
"C5","4.7nF","TopLayer","CC0603","166,3000","88,7250","90","CC0603"
"C4","0.1uF","TopLayer","CC0603","174,9000","67,2830","0","CC0603"
"C3","0.1uF","TopLayer","CC0603","173,6250","54,0423","270","CC0603"
"C2","10uFx6.3V","TopLayer","CC0805","176,5999","58,9588","90","CC0805"
"C1","0.1uF","TopLayer","CC0603","176,5999","62,7418","90","CC0603"
"BAT1","CR2032-VBY4","TopLayer","CR2032_ONBOARD","186,8750","79,6740","90",""
