Altium Designer Pick and Place Locations
E:\Projects_Files\Projects\Altium_Projects\S6_Line\CN02\Project Outputs for CN02\Pick Place\Pick Place for CN02.csv

========================================================================================================================
File Design Information:

Date:       08.11.17
Time:       12:31
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"FU4","MICROSMD010F","TopLayer","RC1210","112.0750","75.9500","360","MICROSMD"
"FU3","MICROSMD010F","TopLayer","RC1210","112.0750","80.2500","360","MICROSMD"
"FU2","MICROSMD010F","TopLayer","RC1210","111.8000","68.3000","0","MICROSMD"
"FU1","MICROSMD010F","TopLayer","RC1210","112.8000","64.0500","270","MICROSMD"
"DD6","FM25CL64-G","TopLayer","SO-8","88.0690","71.4900","270","FM25CL64-G"
"DD5","M25PE16","TopLayer","EIAJ_SO8","87.9200","63.1535","90","S25FL016A0LMFI01"
"DD4","LPC1768FBD100","TopLayer","TQFP-100","94.5250","90.1000","270","Cortex -M3 32-Bit Microcontroller, 512KB Flash, 64KB RAM, 100-Lead LQFP"
"DD3","SP485EEN","TopLayer","SO-8","111.1200","87.0190","0","SP485"
"DD2","SN65HVD234D","TopLayer","SO-8","105.0810","77.8800","270","CAN Transceiver"
"DD1","SN65HVD234D","TopLayer","SO-8","105.3190","71.7050","270","CAN Transceiver"
"DA1","MC34063","TopLayer","SO-8","97.8190","54.3600","90","MC34063"
"C24","300pF","TopLayer","CC0603","99.9500","58.6250","180","CC0603"
"C23","0.1uF","TopLayer","CC0603","108.1250","65.1750","180","CC0603"
"C22","470uFx35V","TopLayer","CC16X10_CAP0.5(1)(Primary)","88.2250","52.2150","90","CAP0.5(1)"
"C21","0.1uF","TopLayer","CC0603","92.6000","58.0250","270","CC0603"
"C20","1000uFx6.3V","TopLayer","CC8X3.5","100.4000","65.2000","180","CAP0.35"
"C19","0.1uF","TopLayer","CC1206","118.9500","46.0750","180","CC1206"
"C17","0.1uF","TopLayer","CC0603","90.0250","75.3250","180","CC0603"
"C16","0.1uF","TopLayer","CC0603","96.0750","101.7500","270","CC0603"
"C15","0.1uF","TopLayer","CC0603","100.7000","101.7500","270","CC0603"
"C13","0.1uF","TopLayer","CC0603","84.3000","92.1250","90","CC0603"
"C12","10uF","TopLayer","CC0805","84.3000","88.6000","270","CC0805"
"C11","0.1uF","TopLayer","CC0603","105.4750","96.1000","270","CC0603"
"C10","0.1uF","TopLayer","CC0603","99.3250","78.5250","180","CC0603"
"C9","0.1uF","TopLayer","CC0603","88.2250","79.5250","360","CC0603"
"C8","0.1uF","TopLayer","CC0603","84.5750","96.8000","270","CC0603"
"C7","200pF","TopLayer","CC0603","104.0250","106.8000","90","CC0603"
"C6","200pF","TopLayer","CC0603","100.9500","106.8250","90","CC0603"
"C5","22pF","TopLayer","CC0603","85.4000","101.5500","270","CC0603"
"C4","22pF","TopLayer","CC0603","93.9000","101.7500","270","CC0603"
"C3","0.1uF","TopLayer","CC0603","107.3500","88.9500","270","CC0603"
"C2","0.1uF","TopLayer","CC0603","100.2750","75.7500","90","CC0603"
"C1","0.1uF","TopLayer","CC0603","100.2500","72.1250","270","CC0603"
"J3","PLS-02","TopLayer","PLS-02","118.8300","72.2500","180","PLS-02"
"R14","120E","TopLayer","RC0805","114.7500","71.7750","270","RC0805"
"VT1","FQD5P20TM","TopLayer","D-PAK(TO-252AA)","96.1000","43.5250","180","HEXFET Power MOSFET"
"REP1","REPER_POINT_1.2","TopLayer","REPER1.2","121.7000","103.9500","90","REPER1.2"
"REP2","REPER_POINT_1.2","TopLayer","REPER1.2","85.3500","45.6500","90","REPER1.2"
